0,10989,"Badūria,India",24908,131
0,10989,"Badūria,India",25505,127
0,10989,"Badūria,India",25234,123
0,10989,"Badūria,India",25088,116
0,10989,"Badūria,India",49600,95
0,10989,"Badūria,India",49358,79
0,10989,"Badūria,India",25227,76
0,10989,"Badūria,India",49491,70
0,10989,"Badūria,India",49383,68
0,10989,"Badūria,India",26171,33
0,10989,"Badūria,India",26581,30
0,10989,"Badūria,India",25401,27
0,10989,"Badūria,India",50091,27
0,10989,"Badūria,India",26296,27
0,10989,"Badūria,India",49245,25
0,10989,"Badūria,India",25763,24
0,10989,"Badūria,India",49234,23
0,10989,"Badūria,India",25187,22
0,10989,"Badūria,India",25687,20
0,10989,"Badūria,India",44970,20
0,10989,"Badūria,India",48533,20
0,10989,"Badūria,India",49130,20
0,10989,"Badūria,India",26142,19
0,10989,"Badūria,India",26484,19
0,10989,"Badūria,India",45173,18
0,10989,"Badūria,India",45229,18
0,10989,"Badūria,India",48531,17
0,10989,"Badūria,India",48578,17
0,10989,"Badūria,India",48715,17
0,10989,"Badūria,India",48771,16
0,10989,"Badūria,India",49075,16
0,10989,"Badūria,India",25369,15
0,10989,"Badūria,India",25544,15
0,10989,"Badūria,India",25688,15
0,10989,"Badūria,India",44495,15
0,10989,"Badūria,India",45237,15
0,10989,"Badūria,India",25574,15
0,10989,"Badūria,India",25334,14
0,10989,"Badūria,India",25900,14
0,10989,"Badūria,India",28024,14
0,10989,"Badūria,India",45182,14
0,10989,"Badūria,India",44978,14
0,10989,"Badūria,India",46669,13
0,10989,"Badūria,India",44658,13
0,10989,"Badūria,India",28429,13
0,10989,"Badūria,India",28478,13
0,10989,"Badūria,India",28486,13
0,10989,"Badūria,India",45613,13
0,10989,"Badūria,India",48652,13
0,10989,"Badūria,India",49604,12
0,10989,"Badūria,India",25364,11
0,10989,"Badūria,India",25506,11
0,10989,"Badūria,India",25897,11
0,10989,"Badūria,India",26061,11
0,10989,"Badūria,India",48677,11
0,10989,"Badūria,India",25281,10
0,10989,"Badūria,India",44523,10
0,10989,"Badūria,India",44550,10
0,10989,"Badūria,India",44661,10
0,10989,"Badūria,India",45238,10
0,10989,"Badūria,India",46407,10
0,10989,"Badūria,India",25509,10
0,10989,"Badūria,India",48690,10
0,10989,"Badūria,India",44980,10
0,10989,"Badūria,India",40749,10
0,10989,"Badūria,India",25917,9
0,10989,"Badūria,India",44551,9
0,10989,"Badūria,India",45183,9
0,10989,"Badūria,India",47111,9
0,10989,"Badūria,India",40476,9
0,10989,"Badūria,India",41154,8
0,10989,"Badūria,India",25471,8
0,10989,"Badūria,India",25497,8
0,10989,"Badūria,India",26388,8
0,10989,"Badūria,India",37991,8
0,10989,"Badūria,India",38168,8
0,10989,"Badūria,India",46541,8
0,10989,"Badūria,India",38441,8
0,10989,"Badūria,India",48541,8
0,10989,"Badūria,India",49410,7
0,10989,"Badūria,India",24870,7
0,10989,"Badūria,India",41990,7
0,10989,"Badūria,India",25867,7
0,10989,"Badūria,India",45185,7
0,10989,"Badūria,India",26048,7
0,10989,"Badūria,India",26599,7
0,10989,"Badūria,India",44664,7
0,10989,"Badūria,India",49235,7
0,10989,"Badūria,India",28574,7
0,10989,"Badūria,India",45137,7
0,10989,"Badūria,India",45487,7
0,10989,"Badūria,India",37651,7
0,10989,"Badūria,India",46487,7
0,10989,"Badūria,India",46516,7
0,10989,"Badūria,India",41118,7
0,10989,"Badūria,India",40722,7
0,10989,"Badūria,India",40023,7
0,10989,"Badūria,India",40080,7
0,10989,"Badūria,India",49031,7
0,10989,"Badūria,India",41296,6
0,10989,"Badūria,India",46485,6
0,10989,"Badūria,India",41506,6
0,10989,"Badūria,India",41550,6
0,10989,"Badūria,India",25608,6
0,10989,"Badūria,India",29075,6
0,10989,"Badūria,India",44313,6
0,10989,"Badūria,India",44982,6
0,10989,"Badūria,India",45353,6
0,10989,"Badūria,India",48712,6
0,10989,"Badūria,India",46729,6
0,10989,"Badūria,India",46800,6
0,10989,"Badūria,India",46806,6
0,10989,"Badūria,India",48113,6
0,10989,"Badūria,India",48191,6
0,10989,"Badūria,India",48700,6
0,10989,"Badūria,India",49492,5
0,10989,"Badūria,India",25000,5
0,10989,"Badūria,India",42355,5
0,10989,"Badūria,India",26093,5
0,10989,"Badūria,India",46689,5
0,10989,"Badūria,India",26250,5
0,10989,"Badūria,India",34607,5
0,10989,"Badūria,India",35210,5
0,10989,"Badūria,India",44285,5
0,10989,"Badūria,India",44779,5
0,10989,"Badūria,India",45169,5
0,10989,"Badūria,India",29118,5
0,10989,"Badūria,India",45542,5
0,10989,"Badūria,India",37511,5
0,10989,"Badūria,India",45807,5
0,10989,"Badūria,India",37944,5
0,10989,"Badūria,India",38048,5
0,10989,"Badūria,India",46366,5
0,10989,"Badūria,India",46450,5
0,10989,"Badūria,India",46734,5
0,10989,"Badūria,India",47726,5
0,10989,"Badūria,India",48230,5
0,10989,"Badūria,India",48580,5
0,10989,"Badūria,India",40414,5
0,10989,"Badūria,India",48703,5
0,10989,"Badūria,India",48746,5
0,10989,"Badūria,India",48772,5
0,10989,"Badūria,India",25090,4
0,10989,"Badūria,India",41498,4
0,10989,"Badūria,India",33564,4
0,10989,"Badūria,India",33759,4
0,10989,"Badūria,India",33770,4
0,10989,"Badūria,India",33786,4
0,10989,"Badūria,India",50338,4
0,10989,"Badūria,India",50590,4
0,10989,"Badūria,India",41145,4
0,10989,"Badūria,India",26278,4
